Geneid	SRR7821918	SRR7821919	SRR7821920	SRR7821921	SRR7821922	SRR7821937	SRR7821938	SRR7821939	SRR7821949	SRR7821950	SRR7821951	SRR7821952	SRR7821953	SRR7821968	SRR7821969	SRR7821970
ENSMUSG00000102628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097426	20	18	8	14	3	48	13	11	0	0	0	0	0	0	1	0
ENSMUSG00000104478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102135	3	3	2	4	2	2	13	4	4	0	1	0	1	2	0	1
ENSMUSG00000103282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100764	1	3	7	3	7	3	0	11	3	3	2	4	0	3	0	0
ENSMUSG00000102095	34	21	25	20	5	73	11	29	2	0	0	0	0	0	14	0
ENSMUSG00000102534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100635	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4
ENSMUSG00000102213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100480	6	11	5	12	19	14	8	29	3	6	1	6	8	7	0	0
ENSMUSG00000114212	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000089037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002076531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100025	0	0	0	0	1	0	0	0	1	0	2	1	1	0	0	0
ENSMUSG00000114694	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002076687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100954	18	3	5	7	14	16	27	34	13	11	16	13	10	14	9	7
ENSMUSG00000051285	2841	2751	2774	3093	2601	3341	1470	3880	1070	845	1219	901	624	1595	557	1318
ENSMUSG00000098201	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0
ENSMUSG00000103509	39	99	122	98	87	14	11	94	50	12	50	31	12	9	8	8
ENSMUSG00000048538	84	61	33	40	41	86	51	20	48	34	67	63	84	12	3	4
ENSMUSG00000103709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097797	3	7	1	2	2	13	8	13	1	4	1	2	2	0	0	5
ENSMUSG00000103498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103067	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000102320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103557	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0
ENSMUSG00000026312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039748	129	176	130	171	126	45	31	81	266	128	178	166	132	12	25	20
ENSMUSG00000118715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104158	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0
ENSMUSG00000103540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000057363	671	596	567	732	788	818	738	1065	436	386	547	400	408	260	133	159
ENSMUSG00000047216	26	7	16	11	10	135	29	115	0	0	0	0	0	1	0	0
ENSMUSG00000102788	0	0	0	0	0	4	1	2	0	0	0	0	0	0	0	0
ENSMUSG00000102160	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090243	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000100701	4	0	1	3	1	2	2	1	0	1	5	1	3	1	1	0
ENSMUSG00000100555	1	0	3	0	1	4	4	0	0	0	1	0	0	0	0	0
ENSMUSG00000101395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038702	407	422	377	400	454	698	257	822	28	40	60	50	58	35	28	40
ENSMUSG00000101875	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000099732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000033021	1268	1360	1103	1435	1289	1609	2191	1662	1377	1035	1489	1139	967	492	279	385
ENSMUSG00000055214	1	2	4	5	3	0	10	3	0	0	0	0	0	4	0	0
ENSMUSG00000078184	11	10	4	5	5	2	11	3	2	2	2	0	4	1	0	0
ENSMUSG00000104363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104157	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000102446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000033007	0	0	0	0	0	3	1	2	0	0	0	0	0	0	0	0
ENSMUSG00000102605	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000070695	0	0	0	1	0	3	0	3	0	0	0	0	0	0	0	0
ENSMUSG00000025909	20	11	14	15	10	8	6	22	0	0	0	0	1	6	0	11
ENSMUSG00002076179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086235	4	2	4	5	11	5	8	7	1	0	1	0	0	1	0	0
ENSMUSG00000102253	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002074990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084353	69	59	49	60	54	14	3	32	82	71	73	35	61	8	9	6
ENSMUSG00002076328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103933	3	3	1	1	0	1	2	1	0	0	4	2	0	2	0	0
ENSMUSG00000101573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075967	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0
ENSMUSG00000086195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000066693	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101571	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000104428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099534	1	0	2	0	1	0	0	0	0	0	0	0	0	7	0	0
ENSMUSG00000103411	2	1	5	2	1	5	0	12	0	0	0	0	0	0	0	0
ENSMUSG00000100886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061024	699	817	594	855	803	568	639	614	615	484	541	410	318	185	137	143
ENSMUSG00000100617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099870	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0
ENSMUSG00000023150	3893	3826	3584	4367	4176	10428	5496	10425	2423	1483	2490	1841	1656	2578	781	1619
ENSMUSG00000026374	1938	1825	1656	2149	1895	2741	2430	3045	1154	890	1235	1003	750	737	378	576
ENSMUSG00000026377	777	793	576	888	798	827	785	1011	763	591	800	545	501	391	185	358
ENSMUSG00000099936	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
ENSMUSG00000025911	746	574	583	770	617	888	625	747	32	43	57	61	39	106	4	15
ENSMUSG00000052748	966	1047	1127	1285	1257	1017	657	1292	456	285	449	300	247	813	578	821
ENSMUSG00000079671	29	40	36	41	24	201	155	258	1	2	0	1	0	14	8	9
ENSMUSG00000081441	7	9	18	15	16	17	7	14	5	1	7	2	1	0	0	0
ENSMUSG00000067879	2	0	0	0	0	4	7	8	0	0	0	0	0	0	0	0
ENSMUSG00000099827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000057335	1564	2011	1870	2433	1968	1864	1126	2499	1771	1184	1954	1499	1115	1352	366	816
ENSMUSG00000103634	2	0	1	2	0	0	0	0	1	0	2	0	0	0	1	0
ENSMUSG00000104154	1	1	6	2	1	2	0	0	7	0	8	1	4	2	1	0
ENSMUSG00000103435	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0
ENSMUSG00000065573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002076271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000053286	1259	1140	1066	1226	1006	1261	1149	1185	1250	816	1214	899	665	579	305	473
ENSMUSG00000106406	1	6	4	1	4	2	1	3	1	1	0	1	0	3	0	0
ENSMUSG00000103928	209	225	220	227	224	257	92	216	164	106	182	122	65	122	28	72
ENSMUSG00000026484	869	776	735	940	854	1016	586	1082	675	439	775	571	495	772	202	500
ENSMUSG00000103238	6	5	6	0	1	4	0	3	1	6	2	3	5	4	0	1
ENSMUSG00000100981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100551	2	1	0	2	0	3	0	1	1	2	1	1	1	0	0	0
ENSMUSG00000100357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025912	65	128	116	150	103	74	30	95	92	31	94	58	47	34	3	13
ENSMUSG00000045210	2380	2567	2541	3111	2547	1704	987	2200	2334	1603	2731	1972	1482	1082	494	872
ENSMUSG00000041763	2078	2598	2288	2935	2688	2228	876	2770	2480	1947	2751	2379	1849	1047	363	755
ENSMUSG00000097893	5	2	4	6	7	17	9	2	5	1	7	10	9	39	11	13
ENSMUSG00000026504	559	596	556	597	499	525	495	674	545	437	620	415	329	227	104	139
ENSMUSG00000103367	1	4	3	0	0	0	0	3	30	8	18	2	26	0	6	0
ENSMUSG00000103584	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00002076339	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0
ENSMUSG00000102475	0	2	4	2	0	0	0	0	0	1	0	2	2	0	0	0
ENSMUSG00000047343	0	2	3	3	1	0	0	0	0	0	0	3	0	2	0	0
ENSMUSG00000102211	9	9	2	9	5	24	18	16	2	5	2	3	5	3	0	5
ENSMUSG00000087082	0	1	2	2	1	1	1	0	0	0	1	0	0	0	0	0
ENSMUSG00000090106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103251	0	0	4	0	1	1	0	1	0	0	1	1	1	0	0	4
ENSMUSG00000091844	1	20	11	21	15	12	4	15	17	6	4	9	10	41	9	17
ENSMUSG00000026483	3119	3434	3134	3757	3816	4295	3572	4519	3007	1993	3073	1899	1562	911	484	675
ENSMUSG00000100594	27	20	21	26	17	45	34	59	6	21	19	10	5	24	7	12
ENSMUSG00000082528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082012	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
ENSMUSG00000099996	0	0	0	1	1	0	0	3	0	0	0	0	0	0	0	0
ENSMUSG00000101763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100553	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSMUSG00000098611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002076350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000019699	3711	3520	3104	3947	3053	3875	2603	4549	2000	1323	2038	1306	1312	1191	485	678
ENSMUSG00000104391	9	23	21	16	8	3	3	16	15	9	14	14	10	26	0	1
ENSMUSG00000102133	1	1	7	3	0	3	0	5	0	1	1	2	0	0	0	0
ENSMUSG00000102749	1	0	3	0	0	1	1	0	0	0	1	2	0	0	0	0
ENSMUSG00000103163	0	0	4	0	2	0	0	1	0	0	0	0	0	0	0	2
ENSMUSG00000103646	1	0	10	0	1	4	3	3	0	7	3	3	3	1	0	0
ENSMUSG00000102427	0	0	1	0	0	0	0	0	3	1	1	3	0	5	0	0
ENSMUSG00000103633	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097892	2	3	2	3	2	17	15	15	7	1	7	0	1	1	0	0
ENSMUSG00000063659	1441	1385	1330	1620	1368	2182	1782	2374	1427	1055	1464	1124	796	1407	503	975
ENSMUSG00000102432	1	0	0	0	0	7	0	3	0	0	0	0	0	0	0	0
ENSMUSG00000103043	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0
ENSMUSG00000102885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026049	189	197	127	213	179	130	53	151	159	128	134	95	89	84	27	50
ENSMUSG00000103767	1	0	0	0	0	12	11	10	0	0	0	0	0	0	0	0
ENSMUSG00000101746	0	2	2	1	0	22	1	9	0	0	0	0	0	0	0	4
ENSMUSG00000043019	2180	2252	2129	2511	2636	2487	1558	3132	1031	647	1095	845	629	611	229	447
ENSMUSG00000101104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000015962	2	0	0	2	1	4	6	7	0	0	0	0	0	0	0	0
ENSMUSG00000032666	800	699	674	800	682	1173	1118	1220	597	367	506	374	352	195	100	109
ENSMUSG00000084557	0	1	0	4	0	2	0	2	1	2	0	0	1	0	0	0
ENSMUSG00000100685	0	0	0	0	0	0	1	1	2	0	0	0	0	1	0	0
ENSMUSG00000102090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000015961	2126	2295	2028	2501	2139	2254	1239	2949	1366	1137	1599	1160	1016	1086	415	756
ENSMUSG00000089657	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102483	0	1	1	1	0	1	0	2	0	0	0	0	0	0	0	0
ENSMUSG00000014980	271	252	252	299	277	460	403	584	127	86	131	81	67	108	64	74
ENSMUSG00000026235	350	315	274	382	383	1025	805	1244	4	0	5	1	0	63	30	25
ENSMUSG00000099141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032649	140	124	151	118	131	1251	1360	1244	0	0	0	0	1	21	6	9
ENSMUSG00000101849	0	0	0	0	1	3	4	3	0	0	0	0	0	0	0	0
ENSMUSG00000101506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102052	1	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026047	460	398	354	462	343	609	586	719	181	169	185	178	114	49	29	68
ENSMUSG00000080878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091476	73	103	108	117	136	128	120	208	2	0	0	0	0	0	13	1
ENSMUSG00000104097	1	0	0	2	1	0	0	0	0	1	0	0	0	0	0	3
ENSMUSG00000119789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102493	3	1	1	1	2	1	2	1	0	0	1	0	0	0	0	0
ENSMUSG00000004872	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000118426	1	0	0	0	0	1	3	3	0	0	0	0	0	0	0	0
ENSMUSG00000041684	416	342	353	360	327	514	293	580	167	132	234	190	153	48	36	76
ENSMUSG00000032908	737	696	642	989	782	1210	1005	1636	0	0	0	0	0	38	9	20
ENSMUSG00000099561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026502	1338	1395	1161	1567	1497	1168	606	1279	1118	787	1140	822	825	378	148	299
ENSMUSG00000103958	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104126	150	184	179	190	250	178	264	162	199	116	181	146	120	45	26	22
ENSMUSG00000086350	24	17	24	18	17	41	54	42	4	2	12	9	6	9	2	7
ENSMUSG00000026500	322	284	260	281	270	583	206	690	296	226	318	257	175	373	178	325
ENSMUSG00000026048	984	1062	1052	1223	1342	1443	1414	1601	322	231	368	263	305	356	117	207
ENSMUSG00000046828	68	45	41	49	65	25	2	20	0	0	0	0	0	0	0	0
ENSMUSG00000089703	0	4	0	0	0	4	0	3	0	0	0	0	0	0	0	0
ENSMUSG00000100966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101567	27	26	19	21	21	4	1	2	46	13	36	31	21	7	0	0
ENSMUSG00000026245	1270	1260	1057	1411	1181	1308	1010	1520	1037	740	898	852	639	566	202	348
ENSMUSG00000101798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104018	7	8	15	9	13	13	7	31	0	0	1	1	2	10	1	2
ENSMUSG00000090486	2	7	6	3	4	14	11	13	0	0	0	0	0	0	0	0
ENSMUSG00000026482	1987	1831	1502	1999	1975	3972	4498	4216	1743	1286	1667	1771	1148	314	170	244
ENSMUSG00000086145	0	0	0	0	0	2	2	1	0	0	0	0	0	0	0	0
ENSMUSG00000080950	2	7	8	5	7	1	6	5	3	0	2	0	1	0	2	0
ENSMUSG00000099868	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000055547	15	28	17	25	13	23	21	35	0	0	1	0	0	0	0	0
ENSMUSG00000012187	7	9	11	9	7	27	26	23	0	0	0	0	0	0	0	6
ENSMUSG00000008475	7599	7561	6466	8511	7591	5321	4628	6435	10517	8296	12691	8642	8067	4782	2371	3978
ENSMUSG00000099364	2	0	0	1	1	14	7	18	0	0	0	0	0	0	0	0
ENSMUSG00000100562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000056870	233	208	223	229	229	723	284	761	2	0	0	1	2	12	5	3
ENSMUSG00000102319	1	3	5	0	1	6	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000089877	1	1	2	0	0	2	5	2	0	0	0	0	0	0	0	0
ENSMUSG00000101701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103071	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000100434	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039630	11915	13883	12466	15749	12129	14937	9138	18977	15307	10933	14043	10630	8052	6616	2470	4624
ENSMUSG00000104279	23	19	16	18	32	43	19	27	7	6	7	5	1	18	4	5
ENSMUSG00002075531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026495	303	244	284	338	310	524	344	620	121	70	99	50	118	137	32	63
ENSMUSG00000032883	547	524	462	484	523	987	599	1085	54	51	57	49	22	180	53	121
ENSMUSG00000026480	3229	3759	3554	4341	3442	1374	1370	2048	6415	5508	9737	5647	5049	2655	1145	1764
ENSMUSG00000026494	151	127	138	149	107	1009	1269	941	0	0	2	0	0	25	9	3
ENSMUSG00000064967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025915	1115	1131	1133	1287	959	971	604	1319	1622	1179	2007	1344	902	891	284	712
ENSMUSG00000089713	0	1	0	0	0	29	25	24	0	0	0	0	0	0	0	0
ENSMUSG00000079470	146	144	165	179	181	256	155	277	48	26	38	27	24	76	29	54
ENSMUSG00000099377	9	7	5	12	10	11	12	10	3	3	7	2	3	1	0	1
ENSMUSG00000099706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047330	167	211	168	249	394	830	911	877	0	0	0	0	0	0	3	0
ENSMUSG00000101324	1	0	1	3	0	1	1	7	0	0	0	0	0	0	0	0
ENSMUSG00000072978	11	8	6	12	4	14	9	14	1	9	11	1	5	1	5	1
ENSMUSG00000046334	21	9	13	12	8	8	12	13	15	11	21	14	8	3	1	6
ENSMUSG00002075801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050711	5	1	4	5	1	17	7	11	0	0	0	0	0	66	0	0
ENSMUSG00000099562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000055067	359	333	275	388	381	508	553	551	103	79	117	79	85	125	42	110
ENSMUSG00000054702	302	287	276	330	240	396	156	490	269	173	310	197	198	403	114	284
ENSMUSG00000096474	40	47	43	37	40	63	110	40	51	43	58	42	38	26	34	30
ENSMUSG00000102235	0	3	1	4	3	4	0	5	1	0	2	1	2	13	2	0
ENSMUSG00000026492	357	355	332	403	395	509	429	599	292	249	331	256	212	296	102	191
ENSMUSG00000082395	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000038949	1356	1322	1314	1473	1478	2095	1903	2203	3507	1828	2179	1154	3282	1554	526	633
ENSMUSG00000026043	2477	3068	2892	3782	3671	33251	34122	39141	9	2	28	3	20	469	387	491
ENSMUSG00000046101	15	32	18	30	22	14	12	13	42	21	38	27	16	25	1	2
ENSMUSG00002074901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098234	377	345	293	363	375	277	199	315	278	236	366	223	238	96	31	93
ENSMUSG00000093178	1	1	3	2	4	4	0	1	5	1	2	2	1	2	0	0
ENSMUSG00000099032	42	29	19	28	29	56	35	76	0	0	3	0	0	3	6	1
